title,heading,content,tokens
Seychelles at the 2020 Summer Olympics,Swimming,"Seychelles received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",50
Swimming at the 2020 Summer Olympics – Qualification,Summary,"For the swimming competitions at the 2020 Summer Olympics, the following qualification systems are in place. As the Olympics was postponed to 2021 due to the COVID-19 pandemic, qualification ends on 27 June 2021.",46
Swimming at the 2020 Summer Olympics – Qualification,Qualifying standards,"A National Olympic Committee (NOC) may enter a maximum of two qualified athletes in each individual event, but only if both athletes have attained the Olympic Qualifying Time (OQT). One athlete per event can potentially enter if they meet the Olympic Selection Time (OST) or if the quota of 878 athletes has not been targeted. NOCs may also permit swimmers regardless of time (one per gender) under a Universality place, since they have no swimmers reaching either of the standard entry times (OQT/OST).In the relay events, a maximum of 16 qualifying teams in each relay event must be permitted to accumulate a total of 112 relay teams; each NOC may enter only one team. The first twelve teams in each relay event at the 2019 World Championships will automatically compete for the relay events at the Olympics; while the remaining four per relay event must obtain their fastest entry times based on the FINA World Rankings during the process.Because of the exceptional circumstances related to COVID-19 crisis, the consequent Olympic delay, and the unprecedented two-year gap between the Worlds and the new date of the Games, FINA revised the universality rule that allowed a nation to enter the highest-ranked male and female swimmer, respectively, based upon the Points Table (2021 edition). Swimmers from NOCs, having achieved the OST allocated to the universality place, may be entered to a maximum of two individual events, whereas those without the OQT and OST were limited to enter in one individual event only.Following the end of the qualification period, FINA will assess the number of athletes having achieved the OQT, the number of relay-only swimmers, and the number of Universality places, before inviting athletes with OST to fulfill the total quota of 878. Additionally, OST places will be distributed by event according to the position of the FINA World Rankings during the qualifying deadline.The qualifying time standards must be obtained in World Championships, Continental Championships, Continental Qualification Events, National Championships and Trials, or International Competitions approved by FINA in the period between 1 March 2019 to 27 June 2021.The initial FINA qualifying standards, still to be ratified, are as follows:",459
Swimming at the 2020 Summer Olympics – Qualification,Individual events,"Those who have achieved the Olympic Qualifying Time (OQT) or the Olympic Selection Time (OST), or have been guaranteed a Universality place are listed below for each of the following individual events.",44
Swimming at the 2020 Summer Olympics – Qualification,Relay events,"16 teams qualify in each relay event, for a total of 112 relay teams.Teams can qualify by one of two routes:

The twelve highest placed nations in relay events at the 18th FINA World Championships 2019 in Gwangju qualified for the corresponding relay event at the Olympic Games Tokyo 2020 based upon the results achieved in the heats.
The remaining four teams per relay event will be the teams with the fastest times in the FINA World Rankings of 31 May 2021 achieved during the qualification period, in the qualifying events approved by FINA
If any of the qualified teams from either group are not able to participate for any reason, the next highest ranked eligible team from the FINA World Rankings will be offered the relay team quota place.",153
Swimming at the 2020 Summer Olympics – Qualification,Men's 10 km marathon,"° Unused host quota place
^ Unused continental quota place

No eligible athlete from Oceania competed in the men's race at the 2020 Olympic Marathon Swim Qualifier, which meant the top 10 qualified.",49
Swimming at the 2020 Summer Olympics – Qualification,Women's 10 km marathon,"^ Unused continental quota place

No eligible athlete from Oceania competed in the women's race at the 2020 Olympic Marathon Swim Qualifier, which meant the top 10 qualified.",42
Judo at the 2020 Summer Olympics – Mixed team,Summary,"The Mixed team competition in judo at the 2020 Summer Olympics in Tokyo was held on 31 July 2021 at the Nippon Budokan.It was the first time a team judo competition was held in the Olympics.
Team Japan is the only team to win this event at the World Judo Championships, with team France winning the last 3 silver medals.
The medals for the competition were presented by Mr. Yasuhiro Yamashita, IOC Member, Japan, Olympian, one Gold Medal; and the medalists' bouquets were presented by Marius L Vizer, IJF President; Austria.",131
Angola at the 2020 Summer Olympics,Summary,"Angola competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's tenth appearance at the Summer Olympics, having appeared in every Games since 1980 with the exception of the 1984 Summer Olympics in Los Angeles, when it was part of the Soviet boycott.",90
Angola at the 2020 Summer Olympics,Women's tournament,"Angola women's handball team qualified for the Olympics by winning the gold medal at the 2019 African Qualification Tournament in Dakar, Senegal.
Team rosterThe squad was announced on 9 July 2021.Head coach: Filipe Cruz

Group play",55
Angola at the 2020 Summer Olympics,Judo,"Angola qualified one judoka for the women's lightweight category (57 kg) at the Games. Diassonema Mucungui accepted a continental berth from Africa as the nation's top-ranked judoka outside of direct qualifying position in the IJF World Ranking List of June 28, 2021.",65
Angola at the 2020 Summer Olympics,Sailing,"Angolan sailors qualified a boat in each of the following classes through the class-associated World Championships and the continental regattas.

M = Medal race; EL = Eliminated – did not advance into the medal race",48
Angola at the 2020 Summer Olympics,Swimming,"Angola received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",48
Serbia at the 2020 Summer Olympics,Summary,"Serbia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. It was the nation's fifth appearance at the Summer Olympics as an independent nation.",66
